State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
ME,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",ED_2b_LOW_MIN,90,,04/01/2017,03/31/2018
MI,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",ED_2b_LOW_MIN,60,,04/01/2017,03/31/2018
MN,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",ED_2b_LOW_MIN,44,,04/01/2017,03/31/2018
PR,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",ED_2b_LOW_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WI,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",ED_2b_LOW_MIN,54,,04/01/2017,03/31/2018
AR,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,66,,04/01/2017,03/31/2018
AZ,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,102,,04/01/2017,03/31/2018
CT,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,181,,04/01/2017,03/31/2018
DE,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,118,,04/01/2017,03/31/2018
FL,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,95,,04/01/2017,03/31/2018
HI,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,112,,04/01/2017,03/31/2018
ID,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,73,,04/01/2017,03/31/2018
KS,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,83,,04/01/2017,03/31/2018
ME,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,121,,04/01/2017,03/31/2018
MI,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,90,,04/01/2017,03/31/2018
MN,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,93,,04/01/2017,03/31/2018
PR,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WI,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",ED_2b_MEDIUM_MIN,64,,04/01/2017,03/31/2018
AR,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,90,,04/01/2017,03/31/2018
AZ,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,108,,04/01/2017,03/31/2018
CT,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,117,,04/01/2017,03/31/2018
DE,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,196,,04/01/2017,03/31/2018
FL,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,104,,04/01/2017,03/31/2018
HI,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,168,,04/01/2017,03/31/2018
ID,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,82,,04/01/2017,03/31/2018
KS,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,106,,04/01/2017,03/31/2018
ME,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,116,,04/01/2017,03/31/2018
MI,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,94,,04/01/2017,03/31/2018
MN,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,122,,04/01/2017,03/31/2018
PR,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WI,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_HIGH_MIN,77,,04/01/2017,03/31/2018
AR,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,130,,04/01/2017,03/31/2018
AZ,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,123,,04/01/2017,03/31/2018
WI,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,144,,04/01/2017,03/31/2018
CT,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,221,,04/01/2017,03/31/2018
DE,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,156,,04/01/2017,03/31/2018
FL,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,141,,04/01/2017,03/31/2018
HI,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,215,,04/01/2017,03/31/2018
ID,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,84,,04/01/2017,03/31/2018
KS,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,80,,04/01/2017,03/31/2018
ME,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,125,,04/01/2017,03/31/2018
MI,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,133,,04/01/2017,03/31/2018
MN,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,133,,04/01/2017,03/31/2018
PR,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WI,Emergency Department,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",ED_2b_VERY_HIGH_MIN,70,,04/01/2017,03/31/2018
AR,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,116,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
AZ,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,168,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
CT,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,153,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
DE,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,177,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
FL,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,146,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
HI,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,128,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
VI,Heart Attack or Chest Pain,Median Time to Fibrinolysis,OP_1,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
ID,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,126,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
KS,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,104,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
ME,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,134,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
MI,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,136,"26 - State and national averages include Department of Defense (DoD) hospital data., 25 - State and National Averages include Veterans Health Administration (VHA) hospital data.",04/01/2017,03/31/2018
MN,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,115,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
PR,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,351,"26 - State and national averages include Department of Defense (DoD) hospital data., 25 - State and National Averages include Veterans Health Administration (VHA) hospital data.",04/01/2017,03/31/2018
WI,Emergency Department,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,OP_18b,123,"26 - State and national averages include Department of Defense (DoD) hospital data., 25 - State and National Averages include Veterans Health Administration (VHA) hospital data.",04/01/2017,03/31/2018
AR,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,110,,04/01/2017,03/31/2018
AZ,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,133,,04/01/2017,03/31/2018
CT,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,128,,04/01/2017,03/31/2018
DE,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
FL,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,115,,04/01/2017,03/31/2018
HI,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,90,,04/01/2017,03/31/2018
ID,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,113,,04/01/2017,03/31/2018
KS,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,105,,04/01/2017,03/31/2018
ME,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,126,,04/01/2017,03/31/2018
MI,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,117,,04/01/2017,03/31/2018
MN,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,106,,04/01/2017,03/31/2018
PR,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WI,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),OP_18b_LOW_MIN,114,,04/01/2017,03/31/2018
AZ,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),OP_18b_MEDIUM_MIN,167,,04/01/2017,03/31/2018
CT,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),OP_18b_MEDIUM_MIN,140,,04/01/2017,03/31/2018
DE,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),OP_18b_MEDIUM_MIN,164,,04/01/2017,03/31/2018
FL,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),OP_18b_MEDIUM_MIN,144,,04/01/2017,03/31/2018
HI,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),OP_18b_MEDIUM_MIN,128,,04/01/2017,03/31/2018
ID,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),OP_18b_MEDIUM_MIN,134,,04/01/2017,03/31/2018
KS,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),OP_18b_MEDIUM_MIN,142,,04/01/2017,03/31/2018
ME,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),OP_18b_MEDIUM_MIN,150,,04/01/2017,03/31/2018
MI,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),OP_18b_MEDIUM_MIN,136,,04/01/2017,03/31/2018
MN,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),OP_18b_MEDIUM_MIN,144,,04/01/2017,03/31/2018
PR,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),OP_18b_MEDIUM_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WI,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),OP_18b_MEDIUM_MIN,130,,04/01/2017,03/31/2018
AR,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,148,,04/01/2017,03/31/2018
AZ,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,170,,04/01/2017,03/31/2018
CT,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,163,,04/01/2017,03/31/2018
DE,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,172,,04/01/2017,03/31/2018
FL,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,146,,04/01/2017,03/31/2018
HI,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,149,,04/01/2017,03/31/2018
ID,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,136,,04/01/2017,03/31/2018
KS,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,183,,04/01/2017,03/31/2018
ME,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,155,,04/01/2017,03/31/2018
MI,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,156,,04/01/2017,03/31/2018
MN,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,170,,04/01/2017,03/31/2018
PR,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
AR,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,168,,04/01/2017,03/31/2018
AZ,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,206,,04/01/2017,03/31/2018
CT,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,156,,04/01/2017,03/31/2018
DE,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,224,,04/01/2017,03/31/2018
FL,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,152,,04/01/2017,03/31/2018
HI,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,170,,04/01/2017,03/31/2018
ID,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,141,,04/01/2017,03/31/2018
KS,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,162,,04/01/2017,03/31/2018
ME,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,182,,04/01/2017,03/31/2018
MI,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,166,,04/01/2017,03/31/2018
MN,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,166,,04/01/2017,03/31/2018
PR,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WI,Emergency Department,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),OP_18b_VERY_HIGH_MIN,138,,04/01/2017,03/31/2018
AR,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,20,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
AZ,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,24,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
CT,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,24,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
DE,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,35,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
FL,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,17,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
HI,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,16,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
ID,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,16,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
KS,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,18,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
ME,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,22,"26 - State and national averages include Department of Defense (DoD) hospital data., 25 - State and National Averages include Veterans Health Administration (VHA) hospital data.",04/01/2017,03/31/2018
MI,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,17,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
MN,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,16,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
PR,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,39,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
WI,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,14,"26 - State and national averages include Department of Defense (DoD) hospital data., 25 - State and National Averages include Veterans Health Administration (VHA) hospital data.",04/01/2017,03/31/2018
AR,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,18,,04/01/2017,03/31/2018
AZ,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,16,,04/01/2017,03/31/2018
CT,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,20,,04/01/2017,03/31/2018
DE,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
FL,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,16,,04/01/2017,03/31/2018
HI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,15,,04/01/2017,03/31/2018
ID,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,18,,04/01/2017,03/31/2018
KS,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,16,,04/01/2017,03/31/2018
ME,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,21,,04/01/2017,03/31/2018
MI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,15,,04/01/2017,03/31/2018
MN,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,16,,04/01/2017,03/31/2018
PR,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,14,,04/01/2017,03/31/2018
AR,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,20,,04/01/2017,03/31/2018
AZ,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,24,,04/01/2017,03/31/2018
CT,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,20,,04/01/2017,03/31/2018
DE,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,34,,04/01/2017,03/31/2018
FL,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,17,,04/01/2017,03/31/2018
HI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,14,,04/01/2017,03/31/2018
ID,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,16,,04/01/2017,03/31/2018
KS,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,18,,04/01/2017,03/31/2018
ME,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,21,,04/01/2017,03/31/2018
MI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,18,,04/01/2017,03/31/2018
