State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
WI,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.040,,04/01/2017,03/31/2018
AR,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,1.018,,04/01/2017,03/31/2018
HI,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.689,,04/01/2017,03/31/2018
MN,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.690,,04/01/2017,03/31/2018
NJ,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.828,,04/01/2017,03/31/2018
OK,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.628,,04/01/2017,03/31/2018
OR,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.809,,04/01/2017,03/31/2018
WA,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.976,,04/01/2017,03/31/2018
WI,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.833,,04/01/2017,03/31/2018
AR,SSI - Colon Surgery,HAI_3_SIR,1.049,,04/01/2017,03/31/2018
HI,SSI - Colon Surgery,HAI_3_SIR,0.791,,04/01/2017,03/31/2018
MN,SSI - Colon Surgery,HAI_3_SIR,1.135,,04/01/2017,03/31/2018
NJ,SSI - Colon Surgery,HAI_3_SIR,0.752,,04/01/2017,03/31/2018
OK,SSI - Colon Surgery,HAI_3_SIR,0.864,,04/01/2017,03/31/2018
OR,SSI - Colon Surgery,HAI_3_SIR,0.761,,04/01/2017,03/31/2018
WA,SSI - Colon Surgery,HAI_3_SIR,0.857,,04/01/2017,03/31/2018
WI,SSI - Colon Surgery,HAI_3_SIR,0.834,,04/01/2017,03/31/2018
AR,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.282,,04/01/2017,03/31/2018
HI,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.169,,04/01/2017,03/31/2018
MN,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.315,,04/01/2017,03/31/2018
NJ,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,0.876,,04/01/2017,03/31/2018
OK,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.044,,04/01/2017,03/31/2018
OR,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,0.940,,04/01/2017,03/31/2018
WA,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.007,,04/01/2017,03/31/2018
WI,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,0.986,,04/01/2017,03/31/2018
AR,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.849,,04/01/2017,03/31/2018
HI,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.514,,04/01/2017,03/31/2018
MN,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.975,,04/01/2017,03/31/2018
NJ,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.641,,04/01/2017,03/31/2018
OK,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.708,,04/01/2017,03/31/2018
OR,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.610,,04/01/2017,03/31/2018
WA,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.724,,04/01/2017,03/31/2018
WI,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.700,,04/01/2017,03/31/2018
AR,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.700,,04/01/2017,03/31/2018
HI,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.228,,04/01/2017,03/31/2018
MN,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.589,,04/01/2017,03/31/2018
NJ,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.829,,04/01/2017,03/31/2018
OK,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.864,,04/01/2017,03/31/2018
OR,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.052,,04/01/2017,03/31/2018
WA,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.764,,04/01/2017,03/31/2018
WI,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.036,,04/01/2017,03/31/2018
AR,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.074,,04/01/2017,03/31/2018
HI,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.124,,04/01/2017,03/31/2018
MN,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,2.084,,04/01/2017,03/31/2018
NJ,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.110,,04/01/2017,03/31/2018
OK,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.205,,04/01/2017,03/31/2018
OR,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.541,,04/01/2017,03/31/2018
WA,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.060,,04/01/2017,03/31/2018
WI,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.378,,04/01/2017,03/31/2018
AR,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.434,,04/01/2017,03/31/2018
HI,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.011,,04/01/2017,03/31/2018
MN,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,1.189,,04/01/2017,03/31/2018
NJ,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.605,,04/01/2017,03/31/2018
OK,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.601,,04/01/2017,03/31/2018
OR,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.689,,04/01/2017,03/31/2018
WA,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.534,,04/01/2017,03/31/2018
WI,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.762,,04/01/2017,03/31/2018
AR,MRSA Bacteremia,HAI_5_SIR,1.187,,04/01/2017,03/31/2018
HI,MRSA Bacteremia,HAI_5_SIR,0.551,,04/01/2017,03/31/2018
MN,MRSA Bacteremia,HAI_5_SIR,0.522,,04/01/2017,03/31/2018
NJ,MRSA Bacteremia,HAI_5_SIR,0.895,,04/01/2017,03/31/2018
OK,MRSA Bacteremia,HAI_5_SIR,0.936,,04/01/2017,03/31/2018
OR,MRSA Bacteremia,HAI_5_SIR,0.658,,04/01/2017,03/31/2018
WA,MRSA Bacteremia,HAI_5_SIR,0.561,,04/01/2017,03/31/2018
WI,MRSA Bacteremia,HAI_5_SIR,0.534,,04/01/2017,03/31/2018
AR,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.438,,04/01/2017,03/31/2018
HI,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.865,,04/01/2017,03/31/2018
MN,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.665,,04/01/2017,03/31/2018
NJ,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.013,,04/01/2017,03/31/2018
OK,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.113,,04/01/2017,03/31/2018
OR,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.840,,04/01/2017,03/31/2018
WA,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.685,,04/01/2017,03/31/2018
WI,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.682,,04/01/2017,03/31/2018
AR,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.971,,04/01/2017,03/31/2018
HI,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.332,,04/01/2017,03/31/2018
MN,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.404,,04/01/2017,03/31/2018
NJ,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.787,,04/01/2017,03/31/2018
OK,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.781,,04/01/2017,03/31/2018
OR,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.508,,04/01/2017,03/31/2018
WA,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.455,,04/01/2017,03/31/2018
WI,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.412,,04/01/2017,03/31/2018
AR,Clostridium Difficile (C.Diff),HAI_6_SIR,0.745,,04/01/2017,03/31/2018
HI,Clostridium Difficile (C.Diff),HAI_6_SIR,0.615,,04/01/2017,03/31/2018
MN,Clostridium Difficile (C.Diff),HAI_6_SIR,0.838,,04/01/2017,03/31/2018
NJ,Clostridium Difficile (C.Diff),HAI_6_SIR,0.856,,04/01/2017,03/31/2018
OK,Clostridium Difficile (C.Diff),HAI_6_SIR,0.686,,04/01/2017,03/31/2018
OR,Clostridium Difficile (C.Diff),HAI_6_SIR,0.774,,04/01/2017,03/31/2018
WA,Clostridium Difficile (C.Diff),HAI_6_SIR,0.939,,04/01/2017,03/31/2018
WI,Clostridium Difficile (C.Diff),HAI_6_SIR,0.835,,04/01/2017,03/31/2018
AR,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.801,,04/01/2017,03/31/2018
HI,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.706,,04/01/2017,03/31/2018
MN,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.885,,04/01/2017,03/31/2018
NJ,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.890,,04/01/2017,03/31/2018
OK,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.734,,04/01/2017,03/31/2018
OR,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.833,,04/01/2017,03/31/2018
WA,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.986,,04/01/2017,03/31/2018
WI,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.882,,04/01/2017,03/31/2018
AR,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.691,,04/01/2017,03/31/2018
HI,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.534,,04/01/2017,03/31/2018
MN,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.794,,04/01/2017,03/31/2018
NJ,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.823,,04/01/2017,03/31/2018
OK,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.641,,04/01/2017,03/31/2018
OR,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.719,,04/01/2017,03/31/2018
WA,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.893,,04/01/2017,03/31/2018
WI,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.790,,04/01/2017,03/31/2018
AL,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.777,,04/01/2017,03/31/2018
FL,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.774,,04/01/2017,03/31/2018
GA,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.950,,04/01/2017,03/31/2018
MO,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.811,,04/01/2017,03/31/2018
MT,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.546,,04/01/2017,03/31/2018
TX,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.843,,04/01/2017,03/31/2018
AL,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.878,,04/01/2017,03/31/2018
FL,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.822,,04/01/2017,03/31/2018
GA,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.031,,04/01/2017,03/31/2018
MO,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.900,,04/01/2017,03/31/2018
MT,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.895,,04/01/2017,03/31/2018
TX,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.892,,04/01/2017,03/31/2018
AL,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.684,,04/01/2017,03/31/2018
FL,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.728,,04/01/2017,03/31/2018
GA,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.875,,04/01/2017,03/31/2018
MO,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.728,,04/01/2017,03/31/2018
MT,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.311,,04/01/2017,03/31/2018
TX,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CI_LOWER,0.796,,04/01/2017,03/31/2018
AL,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.735,,04/01/2017,03/31/2018
FL,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.737,,04/01/2017,03/31/2018
GA,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.905,,04/01/2017,03/31/2018
MO,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.924,,04/01/2017,03/31/2018
MT,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.975,,04/01/2017,03/31/2018
TX,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,0.809,,04/01/2017,03/31/2018
AL,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.814,,04/01/2017,03/31/2018
FL,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.781,,04/01/2017,03/31/2018
GA,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.978,,04/01/2017,03/31/2018
MO,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.010,,04/01/2017,03/31/2018
MT,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,1.341,,04/01/2017,03/31/2018
TX,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CI_UPPER,0.854,,04/01/2017,03/31/2018
AL,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.663,,04/01/2017,03/31/2018
FL,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.696,,04/01/2017,03/31/2018
GA,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.837,,04/01/2017,03/31/2018
MO,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.843,,04/01/2017,03/31/2018
MT,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.689,,04/01/2017,03/31/2018
TX,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CI_LOWER,0.766,,04/01/2017,03/31/2018
AL,SSI - Colon Surgery,HAI_3_SIR,0.616,,04/01/2017,03/31/2018
FL,SSI - Colon Surgery,HAI_3_SIR,0.754,,04/01/2017,03/31/2018
GA,SSI - Colon Surgery,HAI_3_SIR,0.807,,04/01/2017,03/31/2018
MO,SSI - Colon Surgery,HAI_3_SIR,0.887,,04/01/2017,03/31/2018
MT,SSI - Colon Surgery,HAI_3_SIR,1.515,,04/01/2017,03/31/2018
TX,SSI - Colon Surgery,HAI_3_SIR,0.878,,04/01/2017,03/31/2018
AL,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,0.743,,04/01/2017,03/31/2018
FL,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,0.822,,04/01/2017,03/31/2018
GA,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,0.915,,04/01/2017,03/31/2018
MO,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,1.025,,04/01/2017,03/31/2018
MT,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,2.084,,04/01/2017,03/31/2018
TX,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CI_UPPER,0.952,,04/01/2017,03/31/2018
AL,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.507,,04/01/2017,03/31/2018
FL,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.690,,04/01/2017,03/31/2018
GA,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.709,,04/01/2017,03/31/2018
MO,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.764,,04/01/2017,03/31/2018
MT,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,1.072,,04/01/2017,03/31/2018
TX,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.808,,04/01/2017,03/31/2018
AL,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.696,,04/01/2017,03/31/2018
FL,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.765,,04/01/2017,03/31/2018
GA,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.870,,04/01/2017,03/31/2018
MO,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.673,,04/01/2017,03/31/2018
MT,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.918,,04/01/2017,03/31/2018
TX,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.797,,04/01/2017,03/31/2018
AL,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,0.932,,04/01/2017,03/31/2018
FL,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,0.913,,04/01/2017,03/31/2018
GA,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.067,,04/01/2017,03/31/2018
MO,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,0.929,,04/01/2017,03/31/2018
MT,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.909,,04/01/2017,03/31/2018
TX,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,0.918,,04/01/2017,03/31/2018
AL,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.508,,04/01/2017,03/31/2018
FL,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.636,,04/01/2017,03/31/2018
GA,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.702,,04/01/2017,03/31/2018
MO,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.473,,04/01/2017,03/31/2018
MT,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.372,,04/01/2017,03/31/2018
TX,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.688,,04/01/2017,03/31/2018
AL,MRSA Bacteremia,HAI_5_SIR,1.007,,04/01/2017,03/31/2018
FL,MRSA Bacteremia,HAI_5_SIR,1.050,,04/01/2017,03/31/2018
GA,MRSA Bacteremia,HAI_5_SIR,1.010,,04/01/2017,03/31/2018
MO,MRSA Bacteremia,HAI_5_SIR,0.752,,04/01/2017,03/31/2018
MT,MRSA Bacteremia,HAI_5_SIR,0.571,,04/01/2017,03/31/2018
TX,MRSA Bacteremia,HAI_5_SIR,0.824,,04/01/2017,03/31/2018
AL,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.157,,04/01/2017,03/31/2018
IL,SSI - Colon Surgery,HAI_3_SIR,0.942,,04/01/2017,03/31/2018
FL,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.127,,04/01/2017,03/31/2018
GA,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.130,,04/01/2017,03/31/2018
MO,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.873,,04/01/2017,03/31/2018
MT,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.047,,04/01/2017,03/31/2018
TX,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.893,,04/01/2017,03/31/2018
AL,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.873,,04/01/2017,03/31/2018
FL,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.977,,04/01/2017,03/31/2018
GA,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.899,,04/01/2017,03/31/2018
MO,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.644,,04/01/2017,03/31/2018
MT,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.278,,04/01/2017,03/31/2018
TX,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.760,,04/01/2017,03/31/2018
AL,Clostridium Difficile (C.Diff),HAI_6_SIR,0.625,,04/01/2017,03/31/2018
FL,Clostridium Difficile (C.Diff),HAI_6_SIR,0.648,,04/01/2017,03/31/2018
GA,Clostridium Difficile (C.Diff),HAI_6_SIR,0.697,,04/01/2017,03/31/2018
MO,Clostridium Difficile (C.Diff),HAI_6_SIR,0.743,,04/01/2017,03/31/2018
MT,Clostridium Difficile (C.Diff),HAI_6_SIR,0.781,,04/01/2017,03/31/2018
TX,Clostridium Difficile (C.Diff),HAI_6_SIR,0.740,,04/01/2017,03/31/2018
AL,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.661,,04/01/2017,03/31/2018
FL,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.665,,04/01/2017,03/31/2018
GA,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.726,,04/01/2017,03/31/2018
MO,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.779,,04/01/2017,03/31/2018
MT,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.915,,04/01/2017,03/31/2018
TX,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.760,,04/01/2017,03/31/2018
AL,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.590,,04/01/2017,03/31/2018
FL,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.630,,04/01/2017,03/31/2018
GA,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.668,,04/01/2017,03/31/2018
MO,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.709,,04/01/2017,03/31/2018
MT,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.662,,04/01/2017,03/31/2018
TX,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.721,,04/01/2017,03/31/2018
CO,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.664,,04/01/2017,03/31/2018
CT,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,1.021,,04/01/2017,03/31/2018
DC,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.873,,04/01/2017,03/31/2018
DE,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.889,,04/01/2017,03/31/2018
GU,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.613,,04/01/2017,03/31/2018
IL,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.629,,04/01/2017,03/31/2018
IN,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.847,,04/01/2017,03/31/2018
KS,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.852,,04/01/2017,03/31/2018
LA,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.804,,04/01/2017,03/31/2018
ME,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.897,,04/01/2017,03/31/2018
NC,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.976,,04/01/2017,03/31/2018
NM,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.726,,04/01/2017,03/31/2018
VA,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,0.809,,04/01/2017,03/31/2018
VI,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CO,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.781,,04/01/2017,03/31/2018
CT,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.173,,04/01/2017,03/31/2018
DC,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.051,,04/01/2017,03/31/2018
DE,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,1.183,,04/01/2017,03/31/2018
GU,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CI_UPPER,0.752,,04/01/2017,03/31/2018
