Provider_ID,Provider_Name,City,State,Zip_Code,PSI-10,PSI-11,PSI-12,PSI-13,PSI-14,PSI-15,PSI-3,PSI-6,PSI-8,PSI-9,PSI-90
53309,MILLER CHILDREN'S HOSPITAL,LONG BEACH,CA,90806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53310,SHRINERS HOSPITALS FOR CHILDREN,LOS ANGELES,CA,90020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,SACRAMENTO,CA,95817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60001,NORTH COLORADO MEDICAL CENTER,GREELEY,CO,80631,0.746700,12.838604,3.508838,5.497573,1.139561,1.430847,0.068445,0.302957,0.129764,2.039373,1.024303
60003,LONGMONT UNITED HOSPITAL,LONGMONT,CO,80501,1.208979,12.566723,3.730038,5.201342,0.740954,1.310348,0.139417,0.253813,0.106616,2.306494,1.043719
60004,PLATTE VALLEY MEDICAL CENTER,BRIGHTON,CO,80601,1.251798,5.908512,3.059278,4.588522,1.321032,1.420901,0.221404,0.271129,0.108505,2.944997,0.832465
60006,MONTROSE MEMORIAL HOSPITAL,MONTROSE,CO,81401,1.267269,5.949498,4.032132,4.613485,1.313777,1.182967,0.241683,0.274022,0.108398,2.450172,0.873377
60008,SAN LUIS VALLEY HEALTH,ALAMOSA,CO,81101,1.300399,8.903833,3.375486,6.527450,0.830682,1.246277,0.260942,0.279832,0.109274,2.788010,1.032073
60009,LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,80033,1.809531,20.988165,2.777030,5.953037,0.700000,1.448971,0.267816,0.273230,0.103826,2.282916,1.353872
60010,POUDRE VALLEY HOSPITAL,FORT COLLINS,CO,80524,1.344017,3.795998,2.056079,5.091145,0.654093,0.949486,0.210382,0.347370,0.096233,2.747000,0.735536
60011,DENVER HEALTH MEDICAL CENTER,DENVER,CO,80204,1.271875,7.562591,5.447270,4.768023,0.779393,1.183583,0.125549,0.354063,0.108340,2.542466,0.975103
60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,PUEBLO,CO,81004,1.167515,6.167599,4.053713,4.468141,0.752873,1.353201,0.337187,0.297269,0.105423,2.258507,0.890902
60013,MERCY REGIONAL MEDICAL CENTER,DURANGO,CO,81301,1.035314,7.452554,5.029573,4.381926,0.763945,1.610301,0.149545,0.340126,0.106799,2.462162,0.933393
60014,PRESBYTERIAN ST LUKES MEDICAL CENTER,DENVER,CO,80218,2.277110,11.544218,2.720872,4.997942,0.704257,1.462986,0.297320,0.250334,0.104361,1.852610,1.052821
60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,LAKEWOOD,CO,80228,1.159852,13.825775,5.183492,3.864665,0.663880,1.172526,0.060756,0.386026,0.103818,2.684229,1.083119
60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,CANON CITY,CO,81212,1.291648,8.448403,3.324810,4.778446,0.807196,1.219799,0.246468,0.277295,0.109205,2.515080,0.920369
60020,"PARKVIEW MEDICAL CENTER, INC",PUEBLO,CO,81003,1.281829,9.167820,6.169862,6.976149,2.205871,2.073258,0.384392,0.425155,0.100307,3.026688,1.289271
60022,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,COLORADO SPRINGS,CO,80909,0.949802,5.497281,3.336910,4.073109,1.976677,1.970782,0.244180,0.221603,0.097426,2.959893,0.810612
60023,ST MARYS  MEDICAL CENTER,GRAND JUNCTION,CO,81502,0.858999,7.851939,3.910455,5.321350,0.669023,1.562314,0.361031,0.232024,0.102664,2.094030,0.955477
60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,AURORA,CO,80045,1.773863,5.425362,4.652390,5.583217,0.701253,2.179626,1.373558,0.220568,0.093635,2.383227,1.262968
60027,FOOTHILLS HOSPITAL,BOULDER,CO,80303,1.599964,8.109702,3.908122,6.847128,0.723585,1.677421,0.778945,0.273477,0.116695,2.797161,1.210414
60028,SAINT JOSEPH HOSPITAL,DENVER,CO,80218,1.643103,12.935326,3.248189,5.955280,0.718576,1.490923,0.609519,0.344407,0.119992,3.108294,1.246145
60030,MCKEE MEDICAL CENTER,LOVELAND,CO,80538,1.263030,11.031801,4.038938,6.716679,0.806067,1.450899,0.220929,0.315418,0.108473,2.694698,1.132476
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,COLORADO SPRINGS,CO,80907,1.568369,8.520194,2.447644,2.093670,0.908640,1.113940,0.047201,0.355064,0.094926,2.937937,0.728472
60032,ROSE MEDICAL CENTER,DENVER,CO,80220,0.937021,12.545533,2.190791,5.860753,0.703724,1.184130,0.096549,0.322331,0.115584,2.107558,0.978600
60034,SWEDISH MEDICAL CENTER,ENGLEWOOD,CO,80113,0.822819,4.696016,2.845025,5.256179,0.604760,0.986214,0.157069,0.318101,0.100242,2.607419,0.758664
60044,COLORADO PLAINS MEDICAL CENTER,FORT MORGAN,CO,80701,1.303732,11.330834,3.604739,5.016304,0.000000,1.275365,0.327168,0.282128,0.109587,2.580819,1.054884
60049,UCHEALTH YAMPA VALLEY MEDICAL CENTER,STEAMBOAT SPRINGS,CO,80487,1.288562,6.038327,4.272949,4.856076,0.833810,1.486217,0.914428,0.282236,0.109231,2.509148,1.077307
60054,COMMUNITY HOSPITAL,GRAND JUNCTION,CO,81505,1.621936,5.294492,3.516244,6.451267,0.790318,2.085295,0.222133,0.276280,0.108923,2.916646,0.963289
60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,DENVER,CO,80210,0.982532,15.667738,5.599828,4.857707,0.701598,1.846411,0.281471,0.401290,0.099514,3.074057,1.279122
60065,NORTH SUBURBAN MEDICAL CENTER,THORNTON,CO,80229,1.262787,17.493327,4.391045,6.210257,0.804436,1.201881,0.151523,0.259501,0.108157,2.901247,1.283891
60071,DELTA COUNTY MEMORIAL HOSPITAL,DELTA,CO,81416,1.291263,7.709387,3.702408,4.665998,0.800295,1.195247,0.264478,0.275836,0.108994,2.772748,0.919274
60075,VALLEY VIEW HOSPITAL ASSOCIATION,GLENWOOD SPRINGS,CO,81601,1.216576,5.990352,3.416116,4.242182,0.803442,1.206968,0.234751,0.271024,0.108392,2.389803,0.815741
60076,STERLING REGIONAL MEDCENTER,STERLING,CO,80751,1.303210,9.235466,4.065722,5.102591,0.841444,1.266295,0.288725,0.281225,0.109412,2.569209,1.009665
60096,VAIL HEALTH HOSPITAL,VAIL,CO,81657,1.286872,8.228365,5.343636,4.828367,0.845721,1.258197,0.316390,0.279827,0.109405,2.755161,1.037243
60100,"MEDICAL CENTER OF AURORA, THE",AURORA,CO,80012,1.634724,10.864367,3.743775,3.692234,0.740400,1.059365,0.216158,0.245204,0.102649,2.047167,0.951525
60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,LOUISVILLE,CO,80027,1.270635,10.913703,3.666025,5.360663,0.820465,1.239180,0.260076,0.275389,0.122459,2.735940,1.045593
60104,ST ANTHONY NORTH HEALTH CAMPUS,WESTMINSTER,CO,80023,1.141878,13.478449,3.313342,5.817438,0.772542,1.373065,0.152844,0.306638,0.107775,2.401225,1.091686
60107,NATIONAL JEWISH HEALTH,DENVER,CO,80206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60112,SKY RIDGE MEDICAL CENTER,LONE TREE,CO,80124,1.086807,14.708643,2.507483,4.023556,1.173065,1.051617,0.090251,0.267485,0.100513,2.367202,0.969317
60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,LITTLETON,CO,80122,1.207854,12.997613,4.204604,5.229814,0.742304,1.956610,0.555605,0.364901,0.104616,2.370584,1.221792
60114,PARKER ADVENTIST HOSPITAL,PARKER,CO,80138,1.190024,5.363157,3.388623,6.067753,1.204789,1.532363,0.131367,0.382917,0.105991,2.391453,0.887703
60116,GOOD SAMARITAN MEDICAL CENTER,LAFAYETTE,CO,80026,1.226829,7.015759,5.149510,4.805574,1.260584,1.604329,0.511520,0.441385,0.107468,3.265066,1.083666
60117,"ANIMAS SURGICAL HOSPITAL, LLC",DURANGO,CO,81301,1.294749,6.135202,3.307212,5.558488,0.000000,0.000000,0.380319,0.286484,0.109393,2.797911,0.932780
60118,ST ANTHONY SUMMIT MEDICAL CENTER,FRISCO,CO,80443,1.308364,7.373975,4.712419,5.123930,0.000000,0.000000,0.353510,0.285371,0.110010,2.572713,1.011286
60119,MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO,80538,0.916999,4.278054,2.314170,4.246629,1.035146,1.097085,0.166357,0.245345,0.114342,1.937525,0.666757
60124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,LAKEWOOD,CO,80228,1.220265,8.178187,3.306147,4.710794,0.846755,1.276824,0.326227,0.277769,0.106413,2.881908,0.932115
60125,CASTLE ROCK ADVENTIST HOSPITAL,CASTLE ROCK,CO,80109,1.288690,11.366087,4.332623,5.594982,0.827475,1.242683,0.253366,0.323137,0.109199,2.485590,1.103219
60126,BANNER FORT COLLINS MEDICAL CENTER,FORT COLLINS,CO,80528,1.310008,7.293229,3.711059,5.147565,0.000000,0.000000,0.359184,0.286037,0.110222,2.581847,0.965029
60127,SCL HEALTH COMMUNITY HOSPITAL- NORTHGLENN,NORTHGLENN,CO,80233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995
60128,LONGS PEAK HOSPITAL,LONGMONT,CO,80504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60129,UCHEALTH BROOMFIELD HOSPITAL LLC,BROOMFIELD,CO,80021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60130,UCHEALTH GRANDVIEW HOSPITAL,COLORADO SPRINGS,CO,80918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61300,WEISBROD MEMORIAL COUNTY HOSPITAL,EADS,CO,81036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61301,RIO GRANDE HOSPITAL,DEL NORTE,CO,81132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61302,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,FRUITA,CO,81521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61303,EAST MORGAN COUNTY HOSPITAL,BRUSH,CO,80723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61304,HAXTUN HOSPITAL DISTRICT,HAXTUN,CO,80731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61305,MELISSA MEMORIAL HOSPITAL,HOLYOKE,CO,80734,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61306,LINCOLN COMMUNITY HOSPITAL,HUGO,CO,80821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61307,RANGELY DISTRICT HOSPITAL,RANGELY,CO,81648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61308,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,LA JARA,CO,81140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61309,WRAY COMMUNITY DISTRICT HOSPITAL,WRAY,CO,80758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61310,SEDGWICK COUNTY MEMORIAL HOSPITAL,JULESBURG,CO,80737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61311,SOUTHEAST COLORADO HOSPITAL,SPRINGFIELD,CO,81073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61312,ESTES PARK MEDICAL CENTER,ESTES PARK,CO,80517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61313,KIT CARSON COUNTY MEMORIAL HOSPITAL,BURLINGTON,CO,80807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61314,"MEMORIAL HOSPITAL, THE",CRAIG,CO,81625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61315,YUMA DISTRICT HOSPITAL,YUMA,CO,80759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61316,SPANISH PEAKS REGIONAL HEALTH CENTER,WALSENBURG,CO,81089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61317,GRAND RIVER MEDICAL CENTER,RIFLE,CO,81650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61318,MIDDLE PARK MEDICAL CENTER,KREMMLING,CO,80459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61319,ST VINCENT GENERAL HOSPITAL DISTRICT,LEADVILLE,CO,80461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61320,GUNNISON VALLEY HOSPITAL,GUNNISON,CO,81230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61321,MT SAN RAFAEL HOSPITAL,TRINIDAD,CO,81082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,SALIDA,CO,81201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61323,PROWERS MEDICAL CENTER,LAMAR,CO,81052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61324,ASPEN VALLEY HOSPITAL,ASPEN,CO,81611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61325,PIONEERS MEDICAL CENTER,MEEKER,CO,81641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61326,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,WOODLAND PARK,CO,80863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61327,SOUTHWEST MEMORIAL HOSPITAL,CORTEZ,CO,81321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61328,PAGOSA SPRINGS MEDICAL CENTER,PAGOSA SPRINGS,CO,81147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61336,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,LA JUNTA,CO,81050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61343,KEEFE MEMORIAL HOSPITAL,CHEYENNE WELLS,CO,80810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
63301,CHILDRENS HOSPITAL COLORADO,AURORA,CO,80045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,HARTFORD,CT,6105,0.999156,5.147190,3.931532,3.561763,0.494062,1.825436,0.428142,0.382652,0.087896,2.044622,0.841391
70003,DAY KIMBALL HOSPITAL,PUTNAM,CT,6260,1.302068,8.696932,3.382630,5.766698,1.902829,1.687859,0.214739,0.305719,0.108051,2.521980,1.000457
70004,SHARON HOSPITAL,SHARON,CT,6069,1.258696,7.214062,3.485170,5.047410,0.837178,1.252493,0.251666,0.274707,0.108496,2.548367,0.905948
70005,WATERBURY HOSPITAL,WATERBURY,CT,6721,1.472866,10.073219,4.296097,5.503325,0.718910,1.424801,0.253191,0.260042,0.103602,2.471924,1.063448
70006,STAMFORD HOSPITAL,STAMFORD,CT,6904,1.260557,10.053518,4.210807,6.251697,0.728409,2.253977,1.076458,0.464751,0.102167,2.813184,1.351517
70007,LAWRENCE & MEMORIAL HOSPITAL,NEW LONDON,CT,6320,1.202181,5.943585,3.071231,4.568765,0.717307,1.047891,0.207375,0.254022,0.113591,3.345475,0.814508
70008,JOHNSON MEMORIAL HOSPITAL,STAFFORD SPRINGS,CT,6076,1.305738,7.130505,3.485624,5.128105,0.830770,1.255056,0.212615,0.269828,0.108819,2.502359,0.898876
70010,BRIDGEPORT HOSPITAL,BRIDGEPORT,CT,6610,0.879870,12.137551,5.167144,7.743011,0.672958,1.131523,0.841802,0.299189,0.135488,1.897650,1.382655
70011,CHARLOTTE HUNGERFORD HOSPITAL,TORRINGTON,CT,6790,1.256544,8.860805,4.029791,4.467180,0.773456,1.053392,1.541616,0.248462,0.103896,2.375447,1.265453
70012,ROCKVILLE GENERAL HOSPITAL,ROCKVILLE,CT,6066,1.286358,8.217548,3.384005,5.721163,0.829659,1.225520,0.178001,0.400850,0.108490,2.714149,0.967051
70016,SAINT MARY'S HOSPITAL,WATERBURY,CT,6706,0.969245,7.818944,2.942319,5.324219,0.723076,1.082480,0.511609,0.258381,0.102108,2.188006,0.944896
70017,MIDSTATE MEDICAL CENTER,MERIDEN,CT,6450,1.212444,15.494383,4.501368,5.829207,0.731840,1.058246,0.449576,0.322461,0.117025,2.503589,1.283962
70018,GREENWICH HOSPITAL ASSOCIATION -,GREENWICH,CT,6830,1.153933,7.598667,2.787778,5.312615,1.159825,1.436630,1.432734,0.290808,0.114057,2.285342,1.197562
70019,"MILFORD HOSPITAL, INC",MILFORD,CT,6460,1.269611,8.795372,4.264300,4.616924,0.822264,1.236716,0.199296,0.267176,0.106503,2.457529,0.952535
70020,MIDDLESEX HOSPITAL,MIDDLETOWN,CT,6457,0.000000,0.000000,4.650989,0.000000,1.088641,0.987843,0.659094,0.286987,0.100761,2.356868,1.082130
70021,WINDHAM COMM MEM HOSP & HATCH HOSP,WILLIMANTIC,CT,6226,1.307295,6.974609,3.969430,5.010462,0.833625,1.251133,0.194510,0.271261,0.107971,2.534607,0.907961
70022,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,6504,1.185090,7.058912,3.753669,4.215422,0.955376,0.817630,0.364575,0.234480,0.106564,3.274499,0.892599
70024,WILLIAM W BACKUS HOSPITAL,NORWICH,CT,6360,1.192885,4.919366,3.491278,6.745170,0.697797,1.045294,0.250013,0.311335,0.142153,2.833775,0.925667
70025,HARTFORD HOSPITAL,HARTFORD,CT,6102,1.169444,6.120526,4.795533,4.935303,1.200013,1.446389,0.433366,0.305183,0.099384,3.715209,1.004563
70027,MANCHESTER MEMORIAL HOSPITAL,MANCHESTER,CT,6040,1.228305,7.136427,5.725556,5.116835,0.767872,1.557803,0.286439,0.326215,0.105091,2.907558,1.043415
70028,ST VINCENT'S MEDICAL CENTER,BRIDGEPORT,CT,6606,1.372382,10.241519,6.323822,6.218242,1.169668,1.027212,1.359874,0.311874,0.113377,3.067180,1.488794
70029,BRISTOL HOSPITAL,BRISTOL,CT,6010,1.244773,5.223292,2.850704,4.449288,0.775643,1.367706,0.133836,0.292968,0.106020,2.599486,0.762854
70031,GRIFFIN HOSPITAL,DERBY,CT,6418,1.242971,8.216180,4.299186,5.011368,0.796160,1.167225,2.455517,0.247563,0.118619,2.297205,1.521497
70033,DANBURY HOSPITAL,DANBURY,CT,6810,1.759740,6.974298,4.573568,4.928387,1.269083,1.426405,3.261266,0.226903,0.106553,2.304133,1.736576
70034,NORWALK HOSPITAL ASSOCIATION,NORWALK,CT,6856,1.555797,8.246426,5.816071,5.406129,0.697805,1.808648,0.677496,0.313586,0.113833,2.267502,1.207802
70035,"HOSPITAL OF CENTRAL CONNECTICUT, THE",NEW BRITAIN,CT,6050,1.480014,7.204726,3.498432,6.680215,1.953680,1.508309,0.718141,0.297228,0.126684,2.509450,1.141875
70036,JOHN DEMPSEY HOSPITAL,FARMINGTON,CT,6032,1.771306,10.686575,3.456341,6.253424,0.720539,1.686066,0.079984,0.464052,0.116931,2.335894,1.088338
70038,"CONNECTICUT HOSPICE INC,THE",BRANFORD,CT,6405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999755
70039,MASONICARE HEALTH CENTER,WALLINGFORD,CT,6492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.350517,0.283474,0.109908,0.000000,0.984888
70040,HEBREW HOME AND HOSPITAL INC,WEST HARTFORD,CT,6117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.382759,0.286547,0.110191,0.000000,0.993565
73300,CONNECTICUT CHILDRENS MEDICAL CENTER,HARTFORD,CT,6106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",NEWARK,DE,19718,1.502759,4.121971,3.356484,3.178585,0.318396,1.191404,1.435026,0.244775,0.115711,2.679708,1.023558
80003,ST FRANCIS HOSPITAL,WILMINGTON,DE,19805,1.264053,6.860864,3.517536,5.401465,0.791905,1.422701,0.165531,0.260637,0.108016,2.419719,0.893077
80004,"BAYHEALTH HOSPITAL, KENT CAMPUS",DOVER,DE,19901,1.108281,6.682698,5.675249,5.152582,0.641828,1.135172,0.326285,0.424126,0.100647,2.475013,1.026159
80006,NANTICOKE MEMORIAL HOSPITAL,SEAFORD,DE,19973,1.194247,5.954302,2.998190,4.318734,0.765951,1.147929,0.112636,0.246674,0.105173,2.271269,0.757890
80007,BEEBE MEDICAL CENTER,LEWES,DE,19958,1.507021,10.923334,4.079964,5.742436,0.996512,2.034092,0.307095,0.417805,0.110284,2.894382,1.156763
80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,MILFORD,DE,19963,1.280943,16.390355,4.551851,4.679164,1.289763,1.184280,0.943441,0.346829,0.106775,2.436797,1.396007
83300,ALFRED I DUPONT HOSPITAL FOR CHILDREN,WILMINGTON,DE,19899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90001,GEORGE WASHINGTON UNIV HOSPITAL,WASHINGTON,DC,20037,1.258683,11.305350,3.945302,6.699861,1.387008,1.235160,0.541308,0.273009,0.102069,2.201227,1.200864
90003,HOWARD UNIVERSITY HOSPITAL,WASHINGTON,DC,20060,1.650797,8.798735,3.256938,5.203486,0.812015,1.669353,0.098218,0.294210,0.107003,2.552548,0.947043
90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC,20007,2.023435,8.561556,6.604680,7.159729,0.537446,1.549639,1.074674,0.332845,0.098352,3.364000,1.479020
90005,SIBLEY MEMORIAL HOSPITAL,WASHINGTON,DC,20016,1.470788,7.821799,3.980069,3.820345,0.678205,1.547788,1.251277,0.431638,0.113563,2.867181,1.189340
90006,PROVIDENCE HOSPITAL,WASHINGTON,DC,20017,1.194198,10.778640,4.333409,4.718828,0.750986,1.332866,0.422105,0.232790,0.103734,2.379321,1.066206
90008,UNITED MEDICAL CENTER,WASHINGTON,DC,20032,0.000000,0.000000,3.007420,0.000000,1.312064,1.698311,0.538383,0.252855,0.107440,2.303638,0.990213
90011,MEDSTAR WASHINGTON HOSPITAL CENTER,WASHINGTON,DC,20010,1.339403,10.477772,7.522533,5.234882,0.725903,2.816660,0.552743,0.448505,0.102801,3.674737,1.373443
93300,CHILDREN'S HOSPITAL NMC,WASHINGTON,DC,20010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100001,UF HEALTH JACKSONVILLE,JACKSONVILLE,FL,32209,1.411610,6.567101,3.499996,7.659490,0.623748,1.147182,0.449118,0.364080,0.127863,3.368076,1.099214
100002,BETHESDA HOSPITAL EAST,BOYNTON BEACH,FL,33435,1.485324,6.651500,3.654958,4.127641,0.952736,0.866195,0.799288,0.218999,0.107036,2.827406,0.991093
100006,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,ORLANDO,FL,32806,1.065121,6.735663,2.550706,3.159611,0.488348,1.702335,0.219470,0.337978,0.120760,2.055811,0.746710
100007,FLORIDA HOSPITAL,ORLANDO,FL,32803,0.332613,12.958735,4.157159,6.441444,0.574475,0.657234,0.295914,0.215537,0.107238,1.890038,1.092798
100008,BAPTIST HOSPITAL OF MIAMI,MIAMI,FL,33176,1.716634,13.977251,5.285123,4.693094,0.624946,1.238576,1.186460,0.289011,0.135150,3.086722,1.449058
100012,LEE MEMORIAL HOSPITAL,FORT MYERS,FL,33901,1.034228,10.458095,2.115015,4.464572,1.071762,0.986117,0.171109,0.289335,0.110961,3.790894,0.890455
100014,FLORIDA HOSPITAL NEW SMYRNA,NEW SMYRNA BEACH,FL,32170,1.283027,11.758967,5.587728,5.451896,0.780283,1.378425,0.792439,0.293123,0.120520,2.355845,1.303055
100017,HALIFAX HEALTH MEDICAL CENTER,DAYTONA BEACH,FL,32114,1.019359,10.569996,4.201313,6.762543,0.644042,1.123733,0.137062,0.343747,0.113587,2.243602,1.080138
100018,NAPLES COMMUNITY HOSPITAL,NAPLES,FL,34102,1.141784,6.096432,4.616946,2.780140,0.867888,1.759435,0.182926,0.166564,0.139125,2.174832,0.788956
100019,HOLMES REGIONAL MEDICAL CENTER,MELBOURNE,FL,32901,0.814092,9.791621,3.260424,6.403365,0.905986,1.075034,0.246061,0.371061,0.091249,2.764548,1.021041
100022,JACKSON MEMORIAL HOSPITAL,MIAMI,FL,33136,1.948151,13.751589,8.200176,8.835618,0.982103,2.171981,1.196035,0.374911,0.111136,3.131117,1.842965
100023,CITRUS MEMORIAL HOSPITAL,INVERNESS,FL,34452,0.944204,3.871277,4.395481,5.620291,0.706289,1.236238,0.909486,0.348767,0.113841,2.186570,1.032920
100025,SACRED HEART HOSPITAL,PENSACOLA,FL,32504,1.107353,9.424699,4.212432,3.495485,1.577859,1.083807,1.117155,0.258646,0.122666,2.876528,1.148332
100026,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,PANAMA CITY,FL,32401,1.001556,6.025398,2.891584,6.510358,1.034259,1.439646,0.540224,0.223227,0.123173,2.221865,0.968944
100028,PARRISH MEDICAL CENTER,TITUSVILLE,FL,32796,1.209854,14.901317,3.185604,5.760548,0.735875,1.705521,0.510618,0.353921,0.105432,2.592882,1.237955
100029,NORTH SHORE MEDICAL CENTER,MIAMI,FL,33150,1.621173,9.384413,4.736564,6.307610,0.748714,1.135572,0.282114,0.214988,0.116077,2.030290,1.099867
100030,HEALTH CENTRAL,OCOEE,FL,34761,1.619048,5.473257,4.180346,4.941624,1.330625,1.179323,0.291691,0.250744,0.104897,2.446392,0.911925
